Care Provider Name,Care Provider ID,Time Zone,Program Name,Outreach Program ID,Outreach Use Case,Category,Call Launch Date,Call Launch Hour,Scheduled Count,Launched Count
Seattle Childrens Hospital,5978d9d4d27cbea259272282,Pacific Time (US & Canada),Seattle Children's Pediatric Inpatient,5a29d04dff167228829ac3f5,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,27,27
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Mandarin,5d43187bd27cbe7ffa05a829,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,9,5
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,12,12
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-No LT-5D,5f4d4435ff1672a894659a21,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,52,52
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,30,29
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Positive Results,5fc52840ff1672b49787d53d,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,5,5
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure ,615f3e20ff167258579a6fa2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,10,10
Advocate Aurora Health,5b856d97d27cbeda1d99f29c,Central Time (US & Canada),AAH WI IP Care Transitions,61c32eb9ff167271769ae35b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,123,122
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Behavioral Health_2,626f92dfd27cbe883b72abbc,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,20,20
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,26,26
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),Post Discharge,51c60947677aff7aa9000ba2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,7,7
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),NICU Post Discharge,58050c81acc0db5aa62514d6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,4,3
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,3,3
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),Kadlec ED PD Outreach,5d0a861dff16723f8aa4e68b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,71,71
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Mother Baby Post Discharge 2,58fee971d27cbe95e4dd0376,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,22,22
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Saint Francis ED Follow Up,5923219dd27cbec4c44bcdda,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,314,302
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,1,1
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,4,4
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-ADLT-ED,60d1f18ed27cbe0b53f7f77b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,641,639
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-PEDS-ED,60dc436b74410f2ace2172a6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,199,199
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure - 24Hr,615b036474410f8b9f36d469,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,4,4
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure ,615f3e20ff167258579a6fa2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,9,9
Kaiser Permanente,61f81b43ff1672ea3f5264f2,Pacific Time (US & Canada),Transitions Program Outreach,622ba432ff1672f566873131,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),20,73,73
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Oncology,549053665241492625fd0000,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,2,2
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Obstetrics,51e45ad2acc0db537e0005a2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,4,4
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Post Discharge,5176c94f26a97afcc800003b,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,21,21
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Pediatrics,51e449d1acc0db1f240000e9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,11,11
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Total Joint Discharge,591f0130d27cbe86e8f9b100,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,16,16
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington Hospital - Post Discharge,5dcdc37bd27cbe6136ca51dd,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,18,18
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program (ED/Periop),5eb5b8abd27cbe3de63e2102,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,16,16
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,38,38
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program,5e6f1b18ff16724a6208f554,call_on_date,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,270,253
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,2,2
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Holy Cross,5faea646d27cbe75428104c6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,10,10
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Burbank,609ea67c74410ff0610bada6,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,18,18
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 310,5f748ea574410f58b198e4ce,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,17,17
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Tarzana,609ec34dd27cbee0dc541cc9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,8,8
El Camino Health,607890f974410f33fdfcea7d,Pacific Time (US & Canada),El Camino Health General Inpatient Post-Discharge,60a5460574410f0b35e0afa2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,35,34
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-ADLT-PD,60d1e5f2ff16722d5de1e280,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,93,93
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-PEDS-PD,60d9bb63d27cbe2a4bba4d2e,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,17,17
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 3D,60f08737d27cbeb73ab327f2,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,1948,1930
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 3D Telehealth,60f6da8ed27cbe7c46bf0db8,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,205,202
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Behavioral Health_2,626f92dfd27cbe883b72abbc,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,15,15
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Negative Result,62978967a8cd74369e3478f9,call_on_date,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,138,135
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Positive Result,6297899fdacaff5d1517f996,call_on_date,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),21,35,35
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR Sepsis Care Transitions Call,56006ce561706f3ede990a00,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,5,5
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC MR COPD Care Transitions Call,5611e43752414969d8e80100,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,22,22
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),Post Discharge,51c60947677aff7aa9000ba2,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,6,6
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 949 v2,5d2ca401d27cbe62810d3e75,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,7,7
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,0
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 760 v2,5d2ca231d27cbe62810d3537,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,8,8
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health Core Appointment Reminder,5a0f53cb74410f87de79e893,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1424,1378
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai SDS Program,5e0dfd27ff1672421efdf5c8,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,41,41
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai OB PD Outreach Program,5c40e17274410f160b652d32,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,9,9
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 714 v2 (SYM),5d251d81ff1672e3740f28da,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,25,25
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Negative Results,5f2ae549d27cbe7f20f5a444,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,41,38
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V2-no Live Transfer,5fc6845dd27cbed020275db4,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,20,20
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V2-No Live Transfer,5fc7bd19d27cbed30a25cea2,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,3,3
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-Confirm Only No Arrival,5f8ee117d27cbe5f17178d56,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,2
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V3-NoLiveTransfer,5fc7b6cfff1672b8bb84dd88,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,6,6
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,17,17
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Positive Results,5f2aefeeff167284b4f1e7db,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,6,4
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova COVID-19 Negative Results,5f90a5a174410faf65590126,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,206,201
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-Confirm Only No Arrival,5f88521d74410f29d848391d,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,5,5
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V3-Live Transfer,5fc8184174410f154db476bd,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,3,3
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-Ortho Trauma,5f62363774410ff55ce98831,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,11,5
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-Live Transfer,5fc80891ff1672b3e791592f,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,9,9
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (Spanish),5f0f5063d27cbed963faf91c,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-CT/MRI/PET,5f49426ed27cbe4f73ee5dfd,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (English),5f0f4fd8d27cbeda9ef9eaaa,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,5,5
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Positive Results,5fc52840ff1672b49787d53d,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,2,2
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-No Live Transfer Dec2020,5fc5126e74410f1bc2acb13b,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,20,15
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF Mission Bay Emergency Department 2,5f970530d27cbe89509dea0d,post_discharge,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,13,12
Stony Brook Community Medical Center,5ccaf43cff167268f7aef4c0,Eastern Time (US & Canada),Stony Brook Appointment Reminder 2D - Combined,5fa57f9174410fbcb60058e4,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,54,52
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Pre-Op,60400f1574410f037796125d,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,11,6
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Pre-Op,6034248774410ff23472bd3f,appointment_reminders,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,4,2
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Post-Op,603e5044ff1672e803bd05bf,post_admit,Twilio (Voice+SMS+Webform),Sat Jun 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),22,51,2
